STT,Type,Vendor,Name,IP Address,Status,SNMP String,Miền,Tỉnh,DevGr
1,Metro_AGG,Nokia,AGG-KHACLM11,10.250.88.75,On,public,Trung,KhanhHoa_AGG,
2,Metro_AGG,Nokia,AGG-KHACLM12,10.250.88.78,On,public,Trung,KhanhHoa_AGG,
3,Metro_AGG,Nokia,AGG-KHACLM21,10.250.88.90,On,public,Trung,KhanhHoa_AGG,
4,Metro_AGG,Nokia,AGG-KHACLM31,10.250.88.91,On,public,Trung,KhanhHoa_AGG,
5,Metro_AGG,Nokia,AGG-KHACRH11,10.250.88.76,On,public,Trung,KhanhHoa_AGG,
6,Metro_AGG,Nokia,AGG-KHACRH12,10.250.88.77,On,public,Trung,KhanhHoa_AGG,
7,Metro_AGG,Nokia,AGG-KHADKH11,10.250.88.67,On,public,Trung,KhanhHoa_AGG_RING1,
8,Metro_AGG,Nokia,AGG-KHADKH12,10.250.88.68,On,public,Trung,KhanhHoa_AGG,
9,Metro_AGG,Nokia,AGG-KHADKH21,10.250.88.73,On,public,Trung,KhanhHoa_AGG_RING1,
10,Metro_AGG,Nokia,AGG-KHADKH31,10.250.88.89,On,public,Trung,KhanhHoa_AGG_RING1,
11,Metro_AGG,Nokia,AGG-KHANHA13,10.250.88.81,On,public,Trung,KhanhHoa_AGG,
12,Metro_AGG,Nokia,AGG-KHANHA14,10.250.88.86,On,public,Trung,KhanhHoa_AGG,
13,Metro_AGG,Nokia,AGG-KHANHA23,10.250.88.85,On,public,Trung,KhanhHoa_AGG,
14,Metro_AGG,Nokia,AGG-KHANHA24,10.250.88.87,On,public,Trung,KhanhHoa_AGG,
15,Metro_AGG,Nokia,AGG-KHANTG11,10.250.88.69,On,public,Trung,KhanhHoa_AGG_RING1,
16,Metro_AGG,Nokia,AGG-KHANTG14,10.250.88.72,On,public,Trung,KhanhHoa_AGG,
17,Metro_AGG,Nokia,AGG-KHANTG15,10.250.88.88,On,public,Trung,KhanhHoa_AGG,
18,Metro_AGG,Nokia,AGG-KHANTG21,10.250.88.74,On,public,Trung,KhanhHoa_AGG_RING1,
19,Metro_AGG,Nokia,AGG-KHANTG22,10.250.88.92,On,public,Trung,KhanhHoa_AGG,
20,Metro_AGG,Nokia,AGG-KHAVNH13,10.250.88.82,On,public,Trung,KhanhHoa_AGG,
21,Metro_AGG,Nokia,AGG-KHAVNH23,10.250.88.83,On,public,Trung,KhanhHoa_AGG,
22,Metro_AGG,Nokia,AGG-KHAVNH31,10.250.88.84,On,public,Trung,KhanhHoa_AGG,
23,Metro_AGG,Juniper,AGG-PYNDHA11,10.250.80.7,On,publicVMS3,Trung,PhuYen_AGG,
24,Metro_AGG,Juniper,AGG-PYNDHA21,10.250.80.6,On,publicVMS3,Trung,PhuYen_AGG,
25,Metro_AGG,Juniper,AGG-PYNDXN11,10.250.80.13,On,publicVMS3,Trung,PhuYen_AGG,
26,Metro_AGG,Juniper,AGG-PYNPHA11,10.250.80.18,On,publicVMS3,Trung,PhuYen_AGG,
27,Metro_AGG,Juniper,AGG-PYNSHA11,10.250.80.14,On,publicVMS3,Trung,PhuYen_AGG,
28,Metro_AGG,Juniper,AGG-PYNSHA12,10.250.80.16,On,publicVMS3,Trung,PhuYen_AGG,
29,Metro_AGG,Juniper,AGG-PYNSHA21,10.250.80.17,On,publicVMS3,Trung,PhuYen_AGG,
30,Metro_AGG,Juniper,AGG-PYNTAH11,10.250.80.19,On,publicVMS3,Trung,PhuYen_AGG,
31,Metro_AGG,Juniper,AGG-PYNTAN11,10.250.80.11,On,publicVMS3,Trung,PhuYen_AGG,
32,Metro_AGG,Juniper,AGG-PYNTAN12,10.250.80.15,On,publicVMS3,Trung,PhuYen_AGG,
33,Metro_AGG,Juniper,AGG-PYNTAN21,10.250.80.12,On,publicVMS3,Trung,PhuYen_AGG,
34,Metro_AGG,Juniper,AGG-PYNTHA11,10.250.80.5,On,publicVMS3,Trung,PhuYen_AGG,
35,Metro_AGG,Juniper,AGG-PYNTHA21,10.250.80.8,On,publicVMS3,Trung,PhuYen_AGG,
36,Metro_AGG_LL,Nokia,AGG-KHANTG12,10.250.88.70,On,public,Trung,KhanhHoa_AGG,
37,Metro_AGG_LL,Nokia,AGG-KHANTG13,10.250.88.71,On,public,Trung,KhanhHoa_AGG,
38,Metro_AGG_LL,Juniper,AGG-PYNTHA12-LL,10.250.80.9,On,publicVMS3,Trung,PhuYen_AGG,
39,Metro_AGG_LL,Juniper,AGG-PYNTHA13-LL,10.250.80.10,On,publicVMS3,Trung,PhuYen_AGG,
40,Metro_CSG,Juniper,CSG-BDTS20,10.250.75.100,Lock,publicVMS3,Trung,BinhDinh_TaySon_CSG,
41,Metro_CSG,Nokia,CSG-KHCL02,10.250.92.59,On,public,Trung,KhanhHoa_CamLam_CSG,
42,Metro_CSG,Nokia,CSG-KHCL03-2,10.250.169.34,On,public,Trung,KhanhHoa_CamLam_CSG,
43,Metro_CSG,Nokia,CSG-KHCL12,10.250.92.63,On,public,Trung,KhanhHoa_CamLam_CSG,
44,Metro_CSG,Nokia,CSG-KHCL17,10.250.92.64,On,public,Trung,KhanhHoa_CamLam_CSG,
45,Metro_CSG,Nokia,CSG-KHCL18,10.250.92.65,On,public,Trung,KhanhHoa_CamLam_CSG,
46,Metro_CSG,Nokia,CSG-KHCL23,10.250.92.7,On,public,Trung,KhanhHoa_CamLam_CSG_RING1,
47,Metro_CSG,Nokia,CSG-KHCL23-2,10.250.169.161,On,public,Trung,KhanhHoa_CamLam_CSG_RING1,
48,Metro_CSG,Nokia,CSG-KHCL47,10.250.92.62,On,public,Trung,KhanhHoa_CamLam_CSG,
49,Metro_CSG,Nokia,CSG-KHCLMA01,10.250.92.74,On,public,Trung,KhanhHoa_CamLam_CSG,
50,Metro_CSG,Nokia,CSG-KHCR02,10.250.92.66,On,public,Trung,KhanhHoa_CamRanh_CSG,
51,Metro_CSG,Nokia,CSG-KHCR04,10.250.92.68,On,public,Trung,KhanhHoa_CamRanh_CSG,
52,Metro_CSG,Nokia,CSG-KHCR10,10.250.92.73,On,public,Trung,KhanhHoa_CamRanh_CSG,
53,Metro_CSG,Nokia,CSG-KHCR13,10.250.92.67,On,public,Trung,KhanhHoa_CamRanh_CSG,
54,Metro_CSG,Nokia,CSG-KHCR14,10.250.92.61,On,public,Trung,KhanhHoa_CamRanh_CSG,
55,Metro_CSG,Nokia,CSG-KHCR18,10.250.92.69,On,public,Trung,KhanhHoa_CamRanh_CSG,
56,Metro_CSG,Nokia,CSG-KHCR19,10.250.92.56,On,public,Trung,KhanhHoa_CamRanh_CSG,
57,Metro_CSG,Nokia,CSG-KHCR27,10.250.92.60,On,public,Trung,KhanhHoa_CamRanh_CSG,
58,Metro_CSG,Nokia,CSG-KHCR47,10.250.92.57,On,public,Trung,KhanhHoa_CamRanh_CSG,
59,Metro_CSG,Nokia,CSG-KHCR49,10.250.92.58,On,public,Trung,KhanhHoa_CSG,
60,Metro_CSG,Nokia,CSG-KHCR50,10.250.92.71,On,public,Trung,KhanhHoa_CamRanh_CSG,
61,Metro_CSG,Nokia,CSG-KHCR52,10.250.92.70,On,public,Trung,KhanhHoa_CamRanh_CSG,
62,Metro_CSG,Nokia,CSG-KHCR52-2,10.250.169.160,On,public,Trung,KhanhHoa_CSG,
63,Metro_CSG,Nokia,CSG-KHCR53,10.250.92.72,On,public,Trung,KhanhHoa_CamRanh_CSG,
64,Metro_CSG,Nokia,CSG-KHDK06,10.250.92.6,On,public,Trung,KhanhHoa_DienKhanh_CSG_RING1,
65,Metro_CSG,Nokia,CSG-KHDK08,10.250.92.34,On,public,Trung,KhanhHoa_DienKhanh_CSG,
66,Metro_CSG,Nokia,CSG-KHDK12,10.250.92.8,On,public,Trung,KhanhHoa_CSG_RING1,
67,Metro_CSG,Nokia,CSG-KHDK13,10.250.92.5,On,public,Trung,KhanhHoa_DienKhanh_CSG_RING1,
68,Metro_CSG,Nokia,CSG-KHDK15,10.250.92.2,On,public,Trung,KhanhHoa_DienKhanh_CSG_RING1,
69,Metro_CSG,Nokia,CSG-KHDK25,10.250.92.4,On,public,Trung,KhanhHoa_DienKhanh_CSG_RING1,
70,Metro_CSG,Nokia,CSG-KHDK25-2,10.250.169.158,On,public,Trung,KhanhHoa_CSG_RING1,
71,Metro_CSG,Nokia,CSG-KHDK37,10.250.92.3,On,public,Trung,KhanhHoa_DienKhanh_CSG_RING1,
72,Metro_CSG,Nokia,CSG-KHDKMA01,10.250.92.1,On,public,Trung,KhanhHoa_DienKhanh_CSG_RING1,
73,Metro_CSG,Nokia,CSG-KHDKMA01-2,10.250.169.159,On,public,Trung,KhanhHoa_CSG,
74,Metro_CSG,Nokia,CSG-KHNH02,10.250.90.197,On,public,Trung,KhanhHoa_CSG,
75,Metro_CSG,Nokia,CSG-KHNH04,10.250.90.200,On,public,Trung,KhanhHoa_CSG,
76,Metro_CSG,Nokia,CSG-KHNH06,10.250.169.129,On,public,Trung,KhanhHoa_CSG,
77,Metro_CSG,Nokia,CSG-KHNH06-2,10.250.169.152,On,public,Trung,KhanhHoa_CSG,
78,Metro_CSG,Nokia,CSG-KHNH09,10.250.169.153,On,public,Trung,KhanhHoa_CSG,
79,Metro_CSG,Nokia,CSG-KHNH10,10.250.90.199,On,public,Trung,KhanhHoa_CSG,
80,Metro_CSG,Nokia,CSG-KHNH12,10.250.90.198,On,public,Trung,KhanhHoa_CSG,
81,Metro_CSG,Nokia,CSG-KHNH14,10.250.169.150,On,public,Trung,KhanhHoa_CSG,
82,Metro_CSG,Nokia,CSG-KHNH19,10.250.169.149,On,public,Trung,KhanhHoa_CSG,
83,Metro_CSG,Nokia,CSG-KHNH20,10.250.169.148,On,public,Trung,KhanhHoa_CSG,
84,Metro_CSG,Nokia,CSG-KHNH32,10.250.169.142,On,public,Trung,KhanhHoa_CSG,
85,Metro_CSG,Nokia,CSG-KHNH40,10.250.169.144,On,public,Trung,KhanhHoa_CSG,
86,Metro_CSG,Nokia,CSG-KHNH44,10.250.169.130,On,public,Trung,KhanhHoa_CSG,
87,Metro_CSG,Nokia,CSG-KHNH54,10.250.169.132,On,public,Trung,KhanhHoa_CSG,
88,Metro_CSG,Nokia,CSG-KHNH54-2,10.250.169.154,On,public,Trung,KhanhHoa_CSG,
89,Metro_CSG,Nokia,CSG-KHNH55,10.250.169.145,On,public,Trung,KhanhHoa_CSG,
90,Metro_CSG,Nokia,CSG-KHNH76,10.250.169.147,On,public,Trung,KhanhHoa_CSG,
91,Metro_CSG,Nokia,CSG-KHNT05,10.250.92.49,On,public,Trung,KhanhHoa_NhaTrang_CSG,
92,Metro_CSG,Nokia,CSG-KHNT07,10.250.92.35,On,public,Trung,KhanhHoa_NhaTrang_CSG,
93,Metro_CSG,Nokia,CSG-KHNT08,10.250.92.12,On,public,Trung,KhanhHoa_NhaTrang_CSG,
94,Metro_CSG,Nokia,CSG-KHNT13,10.250.169.156,On,public,Trung,KhanhHoa_CSG,
95,Metro_CSG,Nokia,CSG-KHNT17,10.250.92.40,On,public,Trung,KhanhHoa_NhaTrang_CSG,
96,Metro_CSG,Nokia,CSG-KHNT1A,10.250.169.38,On,public,Trung,KhanhHoa_NhaTrang_CSG,
97,Metro_CSG,Nokia,CSG-KHNT1E,10.250.92.47,On,public,Trung,KhanhHoa_NhaTrang_CSG,
98,Metro_CSG,Nokia,CSG-KHNT1F,10.250.92.23,On,public,Trung,KhanhHoa_NhaTrang_CSG,
99,Metro_CSG,Nokia,CSG-KHNT1G,10.250.92.30,On,public,Trung,KhanhHoa_NhaTrang_CSG,
100,Metro_CSG,Nokia,CSG-KHNT1M,10.250.92.41,On,public,Trung,KhanhHoa_NhaTrang_CSG,
101,Metro_CSG,Nokia,CSG-KHNT1N,10.250.92.39,On,public,Trung,KhanhHoa_NhaTrang_CSG,
102,Metro_CSG,Nokia,CSG-KHNT1R,10.250.92.13,On,public,Trung,KhanhHoa_NhaTrang_CSG,
103,Metro_CSG,Nokia,CSG-KHNT1Z,10.250.92.42,On,public,Trung,KhanhHoa_NhaTrang_CSG,
104,Metro_CSG,Nokia,CSG-KHNT24,10.250.92.33,On,public,Trung,KhanhHoa_NhaTrang_CSG,
105,Metro_CSG,Nokia,CSG-KHNT24-2,10.250.169.157,On,public,Trung,KhanhHoa_CSG,
106,Metro_CSG,Nokia,CSG-KHNT25,10.250.92.20,On,public,Trung,KhanhHoa_NhaTrang_CSG,
107,Metro_CSG,Nokia,CSG-KHNT26,10.250.92.16,On,public,Trung,KhanhHoa_NhaTrang_CSG,
108,Metro_CSG,Nokia,CSG-KHNT28,10.250.92.55,On,public,Trung,KhanhHoa_NhaTrang_CSG,
109,Metro_CSG,Nokia,CSG-KHNT32,10.250.92.24,On,public,Trung,KhanhHoa_NhaTrang_CSG,
110,Metro_CSG,Nokia,CSG-KHNT36,10.250.92.43,On,public,Trung,KhanhHoa_NhaTrang_CSG,
111,Metro_CSG,Nokia,CSG-KHNT3G,10.250.92.54,On,public,Trung,KhanhHoa_NhaTrang_CSG,
112,Metro_CSG,Nokia,CSG-KHNT3H,10.250.92.48,On,public,Trung,KhanhHoa_NhaTrang_CSG,
113,Metro_CSG,Nokia,CSG-KHNT3K,10.250.92.46,On,public,Trung,KhanhHoa_NhaTrang_CSG,
114,Metro_CSG,Nokia,CSG-KHNT3N,10.250.92.25,On,public,Trung,KhanhHoa_NhaTrang_CSG,
115,Metro_CSG,Nokia,CSG-KHNT3Q,10.250.92.38,On,public,Trung,KhanhHoa_NhaTrang_CSG,
116,Metro_CSG,Nokia,CSG-KHNT42,10.250.92.26,On,public,Trung,KhanhHoa_NhaTrang_CSG,
117,Metro_CSG,Nokia,CSG-KHNT46,10.250.92.27,On,public,Trung,KhanhHoa_NhaTrang_CSG,
118,Metro_CSG,Nokia,CSG-KHNT4D,10.250.92.29,On,public,Trung,KhanhHoa_NhaTrang_CSG,
119,Metro_CSG,Nokia,CSG-KHNT4E,10.250.92.14,On,public,Trung,KhanhHoa_NhaTrang_CSG,
120,Metro_CSG,Nokia,CSG-KHNT4Z,10.250.92.32,On,public,Trung,KhanhHoa_NhaTrang_CSG,
121,Metro_CSG,Nokia,CSG-KHNT55,10.250.92.18,On,public,Trung,KhanhHoa_NhaTrang_CSG,
122,Metro_CSG,Nokia,CSG-KHNT56,10.250.92.28,On,public,Trung,KhanhHoa_NhaTrang_CSG,
123,Metro_CSG,Nokia,CSG-KHNT59,10.250.92.10,On,public,Trung,KhanhHoa_NhaTrang_CSG,
124,Metro_CSG,Nokia,CSG-KHNT60,10.250.92.22,On,public,Trung,KhanhHoa_NhaTrang_CSG,
125,Metro_CSG,Nokia,CSG-KHNT62,10.250.92.51,On,public,Trung,KhanhHoa_NhaTrang_CSG,
126,Metro_CSG,Nokia,CSG-KHNT68,10.250.92.19,On,public,Trung,KhanhHoa_NhaTrang_CSG,
127,Metro_CSG,Nokia,CSG-KHNT69,10.250.92.45,On,public,Trung,KhanhHoa_NhaTrang_CSG,
128,Metro_CSG,Nokia,CSG-KHNT72,10.250.92.11,On,public,Trung,KhanhHoa_NhaTrang_CSG,
129,Metro_CSG,Nokia,CSG-KHNT78,10.250.92.36,On,public,Trung,KhanhHoa_NhaTrang_CSG,
130,Metro_CSG,Nokia,CSG-KHNT79,10.250.92.53,On,public,Trung,KhanhHoa_NhaTrang_CSG,
131,Metro_CSG,Nokia,CSG-KHNT82,10.250.92.17,On,public,Trung,KhanhHoa_NhaTrang_CSG,
132,Metro_CSG,Nokia,CSG-KHNT83,10.250.92.15,On,public,Trung,KhanhHoa_NhaTrang_CSG,
133,Metro_CSG,Nokia,CSG-KHNT84,10.250.92.21,On,public,Trung,KhanhHoa_NhaTrang_CSG,
134,Metro_CSG,Nokia,CSG-KHNT88,10.250.92.37,On,public,Trung,KhanhHoa_NhaTrang_CSG,
135,Metro_CSG,Nokia,CSG-KHNT90,10.250.92.31,On,public,Trung,KhanhHoa_NhaTrang_CSG,
136,Metro_CSG,Nokia,CSG-KHNT94,10.250.92.52,On,public,Trung,KhanhHoa_NhaTrang_CSG,
137,Metro_CSG,Nokia,CSG-KHNT96,10.250.92.44,On,public,Trung,KhanhHoa_NhaTrang_CSG,
138,Metro_CSG,Nokia,CSG-KHNTMA01,10.250.92.9,On,public,Trung,KhanhHoa_NhaTrang_CSG,
139,Metro_CSG,Nokia,CSG-KHNTMA01-2,10.250.169.163,On,public,Trung,KhanhHoa_NhaTrang_CSG,
140,Metro_CSG,Nokia,CSG-KHVN03,10.250.169.134,On,public,Trung,KhanhHoa_CSG,
141,Metro_CSG,Nokia,CSG-KHVN04,10.250.169.137,On,public,Trung,KhanhHoa_CSG,
142,Metro_CSG,Nokia,CSG-KHVN06,10.250.169.139,On,public,Trung,KhanhHoa_CSG,
143,Metro_CSG,Nokia,CSG-KHVN13,10.250.169.141,On,public,Trung,KhanhHoa_CSG,
144,Metro_CSG,Nokia,CSG-KHVN21,10.250.169.146,On,public,Trung,KhanhHoa_CSG,
145,Metro_CSG,Nokia,CSG-KHVN23-2,10.250.169.136,On,public,Trung,KhanhHoa_CSG,
146,Metro_CSG,Nokia,CSG-KHVN23-3,10.250.169.140,On,public,Trung,KhanhHoa_CSG,
147,Metro_CSG,Nokia,CSG-KHVN29,10.250.169.138,On,public,Trung,KhanhHoa_CSG,
148,Metro_CSG,Nokia,CSG-KHVN41,10.250.169.133,On,public,Trung,KhanhHoa_CSG,
149,Metro_CSG,Nokia,CSG-KHVN55,10.250.169.135,On,public,Trung,KhanhHoa_CSG,
150,Metro_CSG,Juniper,CSG-PYDH05,10.250.83.24,On,publicVMS3,Trung,PhuYen_CSG,
151,Metro_CSG,Juniper,CSG-PYDH07,10.250.83.30,On,publicVMS3,Trung,PhuYen_CSG,
152,Metro_CSG,Juniper,CSG-PYDH08,10.250.83.26,On,publicVMS3,Trung,PhuYen_CSG,
153,Metro_CSG,Juniper,CSG-PYDH09,10.250.83.22,On,publicVMS3,Trung,PhuYen_CSG,
154,Metro_CSG,Juniper,CSG-PYDH10,10.250.83.198,On,publicVMS3,Trung,PhuYen_CSG,
155,Metro_CSG,Juniper,CSG-PYDH11,10.250.83.28,On,publicVMS3,Trung,PhuYen_CSG,
156,Metro_CSG,Juniper,CSG-PYDH12,10.250.83.32,On,publicVMS3,Trung,PhuYen_CSG,
157,Metro_CSG,Juniper,CSG-PYDH13,10.250.83.33,On,publicVMS3,Trung,PhuYen_CSG,
158,Metro_CSG,Juniper,CSG-PYDH14,10.250.83.34,On,publicVMS3,Trung,PhuYen_CSG,
159,Metro_CSG,Juniper,CSG-PYDH17,10.250.83.29,On,publicVMS3,Trung,PhuYen_CSG,
160,Metro_CSG,Juniper,CSG-PYDH19,10.250.83.27,On,publicVMS3,Trung,PhuYen_CSG,
161,Metro_CSG,Juniper,CSG-PYDH20,10.250.83.31,On,publicVMS3,Trung,PhuYen_CSG,
162,Metro_CSG,Juniper,CSG-PYDH21,10.250.83.202,On,publicVMS3,Trung,PhuYen_CSG,
163,Metro_CSG,Juniper,CSG-PYDH23,10.250.83.25,On,publicVMS3,Trung,PhuYen_CSG,
164,Metro_CSG,Juniper,CSG-PYDH24,10.250.83.40,On,publicVMS3,Trung,PhuYen_CSG,
165,Metro_CSG,Juniper,CSG-PYDH28,10.250.83.36,On,publicVMS3,Trung,PhuYen_CSG,
166,Metro_CSG,Juniper,CSG-PYDH30,10.250.83.35,On,publicVMS3,Trung,PhuYen_CSG,
167,Metro_CSG,Juniper,CSG-PYDX01,10.250.83.236,On,publicVMS3,Trung,PhuYen_CSG,
168,Metro_CSG,Juniper,CSG-PYDX03,10.250.83.230,On,publicVMS3,Trung,PhuYen_CSG,
169,Metro_CSG,Juniper,CSG-PYDX04,10.250.83.237,On,publicVMS3,Trung,PhuYen_CSG,
170,Metro_CSG,Juniper,CSG-PYDX05,10.250.83.234,On,publicVMS3,Trung,PhuYen_CSG,
171,Metro_CSG,Juniper,CSG-PYDX08,10.250.83.238,On,publicVMS3,Trung,PhuYen_CSG,
172,Metro_CSG,Juniper,CSG-PYDX20,10.250.83.232,On,publicVMS3,Trung,PhuYen_CSG,
173,Metro_CSG,Juniper,CSG-PYDX23,10.250.83.231,On,publicVMS3,Trung,PhuYen_CSG,
174,Metro_CSG,Juniper,CSG-PYDX25,10.250.83.233,On,publicVMS3,Trung,PhuYen_CSG,
175,Metro_CSG,Juniper,CSG-PYPH01,10.250.83.218,On,publicVMS3,Trung,PhuYen_CSG,
176,Metro_CSG,Juniper,CSG-PYPH02,10.250.83.207,On,publicVMS3,Trung,PhuYen_CSG,
177,Metro_CSG,Juniper,CSG-PYPH03,10.250.83.211,On,publicVMS3,Trung,PhuYen_CSG,
178,Metro_CSG,Juniper,CSG-PYPH04,10.250.83.208,On,publicVMS3,Trung,PhuYen_CSG,
179,Metro_CSG,Juniper,CSG-PYPH07,10.250.83.204,On,publicVMS3,Trung,PhuYen_CSG,
180,Metro_CSG,Juniper,CSG-PYPH08,10.250.83.205,On,publicVMS3,Trung,PhuYen_CSG,
181,Metro_CSG,Juniper,CSG-PYPH09,10.250.83.215,On,publicVMS3,Trung,PhuYen_CSG,
182,Metro_CSG,Juniper,CSG-PYPH10,10.250.83.217,On,publicVMS3,Trung,PhuYen_CSG,
183,Metro_CSG,Juniper,CSG-PYPH11,10.250.83.214,On,publicVMS3,Trung,PhuYen_CSG,
184,Metro_CSG,Juniper,CSG-PYPH12,10.250.83.213,On,publicVMS3,Trung,PhuYen_CSG,
185,Metro_CSG,Juniper,CSG-PYPH13,10.250.83.212,On,publicVMS3,Trung,PhuYen_CSG,
186,Metro_CSG,Juniper,CSG-PYPH17,10.250.83.203,On,publicVMS3,Trung,PhuYen_CSG,
187,Metro_CSG,Juniper,CSG-PYPH18,10.250.83.210,On,publicVMS3,Trung,PhuYen_CSG,
188,Metro_CSG,Juniper,CSG-PYPH19,10.250.83.206,On,publicVMS3,Trung,PhuYen_CSG,
189,Metro_CSG,Juniper,CSG-PYPH26,10.250.83.216,On,publicVMS3,Trung,PhuYen_CSG,
190,Metro_CSG,Juniper,CSG-PYPY01,10.250.83.14,On,publicVMS3,Trung,PhuYen_CSG,
191,Metro_CSG,Juniper,CSG-PYPY04,10.250.83.17,On,publicVMS3,Trung,PhuYen_CSG,
192,Metro_CSG,Juniper,CSG-PYPY05,10.250.83.209,On,publicVMS3,Trung,PhuYen_CSG,
193,Metro_CSG,Juniper,CSG-PYPY06,10.250.83.20,On,publicVMS3,Trung,PhuYen_CSG,
194,Metro_CSG,Juniper,CSG-PYPY09,10.250.83.41,On,publicVMS3,Trung,PhuYen_CSG,
195,Metro_CSG,Juniper,CSG-PYPY10,10.250.83.9,On,publicVMS3,Trung,PhuYen_CSG,
196,Metro_CSG,Juniper,CSG-PYPY13,10.250.83.37,On,publicVMS3,Trung,PhuYen_CSG,
197,Metro_CSG,Juniper,CSG-PYPY14,10.250.83.252,On,publicVMS3,Trung,PhuYen_CSG,
198,Metro_CSG,Juniper,CSG-PYPY16,10.250.83.11,On,publicVMS3,Trung,PhuYen_CSG,
199,Metro_CSG,Juniper,CSG-PYPY20,10.250.83.19,On,publicVMS3,Trung,PhuYen_CSG,
200,Metro_CSG,Juniper,CSG-PYPY21,10.250.83.2,On,publicVMS3,Trung,PhuYen_CSG,
201,Metro_CSG,Juniper,CSG-PYPY32,10.250.83.21,On,publicVMS3,Trung,PhuYen_CSG,
202,Metro_CSG,Juniper,CSG-PYPY33,10.250.83.23,On,publicVMS3,Trung,PhuYen_CSG,
203,Metro_CSG,Juniper,CSG-PYPY34,10.250.83.38,On,publicVMS3,Trung,PhuYen_CSG,
204,Metro_CSG,Juniper,CSG-PYPY35,10.250.83.42,On,publicVMS3,Trung,PhuYen_CSG,
205,Metro_CSG,Juniper,CSG-PYPY38,10.250.83.255,On,publicVMS3,Trung,PhuYen_CSG,
206,Metro_CSG,Juniper,CSG-PYPY39,10.250.83.1,On,publicVMS3,Trung,PhuYen_CSG,
207,Metro_CSG,Juniper,CSG-PYPY40,10.250.83.15,On,publicVMS3,Trung,PhuYen_CSG,
208,Metro_CSG,Juniper,CSG-PYPY42,10.250.83.39,On,publicVMS3,Trung,PhuYen_CSG,
209,Metro_CSG,Juniper,CSG-PYPY46,10.250.83.12,On,publicVMS3,Trung,PhuYen_CSG,
210,Metro_CSG,Juniper,CSG-PYPY47,10.250.83.13,On,publicVMS3,Trung,PhuYen_CSG,
211,Metro_CSG,Juniper,CSG-PYPY49,10.250.83.10,On,publicVMS3,Trung,PhuYen_CSG,
212,Metro_CSG,Juniper,CSG-PYPY54,10.250.83.18,On,publicVMS3,Trung,PhuYen_CSG,
213,Metro_CSG,Juniper,CSG-PYPY58,10.250.83.8,On,publicVMS3,Trung,PhuYen_CSG,
214,Metro_CSG,Juniper,CSG-PYPY59,10.250.83.3,On,publicVMS3,Trung,PhuYen_CSG,
215,Metro_CSG,Juniper,CSG-PYPY60,10.250.83.5,On,publicVMS3,Trung,PhuYen_CSG,
216,Metro_CSG,Juniper,CSG-PYPY63,10.250.83.4,On,publicVMS3,Trung,PhuYen_CSG,
217,Metro_CSG,Juniper,CSG-PYPY66,10.250.83.6,On,publicVMS3,Trung,PhuYen_CSG,
218,Metro_CSG,Juniper,CSG-PYPY67,10.250.83.7,On,publicVMS3,Trung,PhuYen_CSG,
219,Metro_CSG,Juniper,CSG-PYPY68,10.250.83.16,On,publicVMS3,Trung,PhuYen_CSG,
220,Metro_CSG,Juniper,CSG-PYSA05,10.250.83.221,On,publicVMS3,Trung,PhuYen_CSG,
221,Metro_CSG,Juniper,CSG-PYSA09,10.250.83.225,On,publicVMS3,Trung,PhuYen_CSG,
222,Metro_CSG,Juniper,CSG-PYSA10,10.250.83.222,On,publicVMS3,Trung,PhuYen_CSG,
223,Metro_CSG,Juniper,CSG-PYSA11,10.250.83.223,On,publicVMS3,Trung,PhuYen_CSG,
224,Metro_CSG,Juniper,CSG-PYSA12,10.250.83.224,On,publicVMS3,Trung,PhuYen_CSG,
225,Metro_CSG,Juniper,CSG-PYSA13,10.250.83.226,On,publicVMS3,Trung,PhuYen_CSG,
226,Metro_CSG,Juniper,CSG-PYSA14,10.250.83.220,On,publicVMS3,Trung,PhuYen_CSG,
227,Metro_CSG,Juniper,CSG-PYSA16,10.250.83.219,On,publicVMS3,Trung,PhuYen_CSG,
228,Metro_CSG,Juniper,CSG-PYTA01,10.250.83.243,On,publicVMS3,Trung,PhuYen_CSG,
229,Metro_CSG,Juniper,CSG-PYTA05,10.250.83.246,On,publicVMS3,Trung,PhuYen_CSG,
230,Metro_CSG,Juniper,CSG-PYTA06,10.250.83.239,On,publicVMS3,Trung,PhuYen_CSG,
231,Metro_CSG,Juniper,CSG-PYTA07,10.250.83.244,On,publicVMS3,Trung,PhuYen_CSG,
232,Metro_CSG,Juniper,CSG-PYTA08,10.250.83.249,On,publicVMS3,Trung,PhuYen_CSG,
233,Metro_CSG,Juniper,CSG-PYTA09,10.250.83.235,On,publicVMS3,Trung,PhuYen_CSG,
234,Metro_CSG,Juniper,CSG-PYTA10,10.250.83.227,Lock,publicVMS3,Trung,PhuYen_CSG,
235,Metro_CSG,Juniper,CSG-PYTA11,10.250.83.228,On,publicVMS3,Trung,PhuYen_CSG,
236,Metro_CSG,Juniper,CSG-PYTA12,10.250.83.254,On,publicVMS3,Trung,PhuYen_CSG,
237,Metro_CSG,Juniper,CSG-PYTA13,10.250.83.248,On,publicVMS3,Trung,PhuYen_CSG,
238,Metro_CSG,Juniper,CSG-PYTA15,10.250.83.241,On,publicVMS3,Trung,PhuYen_CSG,
239,Metro_CSG,Juniper,CSG-PYTA16,10.250.83.229,On,publicVMS3,Trung,PhuYen_CSG,
